author;title;level;department;university;year;note;bibentry;pdf
Neto, O.;Optimal Control: An application to a non-isothermal continuous reactor;B.Eng Thesis;Department of Teleinformatics Engineering;Federal University of Ceará;2019;;bachelor_ufc;bachelor_ufc
